,docs,topics
10249,. we would really be in trouble . and thank god obama just shows how weak trump is . lets vote to tell trump to gtfo,-1
10250,how could anyone consider voting trump whose response to covid is it will go away ! but if he 's so uncaring about the,-1
10251,vote biden,1
10252,i wonder what kind of job hunter would land if sleepy joe actually wins,-1
10253,cahoots with their fake media have behaved very unscrupulously these last four years ... they do not deserve to be voted for . just vote straight republican .,0
10254,trump is a liar--and pelosi and schumer and schiff-people get real!!! just vote for the least corrupt party---think!!!,0
10255,vote american. vote biden 2020. make america progressive again.,1
10256,"poor baby , could n't handle it . weak trump gives himself away , every day in every way . vote the chicken in chief out . cluck cluck ! ! ! !",0
10257,3rd time joe biden has run for president and he lost miserably in the other two races. and he's gonna win now? what has this man done for the american people in 50 years? seriously,1
10258,vote trump,-1
10259,kamala harris as i believe that things will get so much better than they are now . i 've already voted and it was blue across the board .,1
10260,"we could hold more than one person for president -- -obama and biden would be the 2 -- -i would vote to be president . i know that is two gentleman , but you get what im saying ! !",1
10261,vote vote biden and harris let end the nightmare please !!!!!!!!,1
10262,thank you to mr trump and his republican party i will vote straight democratic ticket for next decade. am so happy i won have to think who to vote for i will just vote democratic.,0
10263,obama is loving this ! i bet it brings back old memories for him . if biden wins would not it be great if he could somehow get a third term ? ! ? it 'd be,1
10264,know nothing zero iq all trump does is to put blame on others he never blamed himself for anything . vote trump out .,0
10265,i latino and i voted trump i glad i am for family and not for liberalism.,-1
10266,i voted early for biden and harris and all democrats on the ballot,1
10267,obama i have i voted for you for your second term my first time ever voting i will vote for biden !!!!!,-1
10268,vote for biden he won't destroy my legacy like trump will,1
10269,you 're all delusional if you think trump will unite and make america respectable . forget politics and parties and vote for decency . that alone will make you think about who is right for the job ! it certainly,0
10270,cnn loses what little credibility they have left when trump wins !!! lmao!,0
10271,. so much more energy can the deflated orange who currently sits where he once did . biden needs to win to return the u.s.a to a better standing so that they are no longer seen as a joke .,1
10272,veteran 77-81 voting for biden and harris!,1
10273,trump is going on the winning course n u still discussibg,0
10274,what a man what a might good man he is obama we miss you . please america please vote biden cause if you do not i do not think america will survive . obama knows hard work pays,-1
10275,i voted for the gop for the last time ever in 2016. they arent even pro-business anymore . there are no,0
10276,remember the movie independence day?now picture donald trump as president in a situation like that andcast your vote accordingly,0
10277,he is trying to sell his book trump will win dont you all see it,0
10278,"incompetent and needs to get his ex president to do the job for him ? all the more reason to vote for trump , while obama was blowing up kids in the middle east trump has them signing peace treaties",-1
10279,all america know you are desperate for biden to win . no other president has stooped so low to beg for votes . you hv lost even the little,1
10280,vote blue! make biden margin so big trump can steal the election.,-1
10281,". amen . ps : for decades they talked about the confrontation of the two poles and who will eventually win today ? b. clinton laughed in vain at b. yeltsin , because b. clinton disgraced himself more , along",-1
10282,to allow a democrat administration after all the corruption their leaders have pulled in 3 years ? the reason trump won was to bring a business mind to the complacent politicians and hopefully it would work . if it were,0
10283,of the obama/biden administration . your care plan left me out in the cold . remember this message when we vote g. o. p. wake up joe and show him this message ! ! ! ? ? ! ! !,-1
10284,plz vote. everyone vote plz. let all say goodbye to trump and the last 4yrs of non leadership.,0
10285,"much more , to protect the black americans ! stop southern states from some jim crow , like everyone who votes has to prove they could read and write a few more things than trump someone needs to educate trump",-1
10286,because obama im voting for biden,1
10287,"if trumps bullies / boys do not effect a coup d'etat . it 's maybe a toss-up , whether you vote for father donald john trump or joe biden . of course , the old man is correct about all",1
10288,"line to save the space for an elderly person , or a minority person or anyone who was denied the vote on a trump up technicality . so that the rejected person can go home find the papers return and",-1
10289,imma vote for biden,1
10290,lol trump has gave up like he always has. all that is left vote him out!,0
10291,trump losing should not be topic now because millions of americans who are sane are more than capable of voting a new president. the saddest 4 years should end.,0
10292,i already voted for biden but obama 's claim concerning lobbyists not surrounding joe biden is a `` trump style `` lie,1
10293,is owned by out of country chinese and who wants to bring back that wealth trump people if the democrat win it wont change if trump wins it will be a start that 's why trump is so hated by,-1
10294,bad and make it seem as if biden and presidents after him look bad . i don understand why ppl voted for trump in the first place .,1
10295,keep dreaming whatever you do trump will win,0
10296,you have to be braindead to vote for biden on the bases he is not trump. trump fights for his country unlike joe and company for the last 47 years... unbelivable.,1
10297,vote biden/harris! i miss president obama even more after 4 years of this corrupt administration! i never worried like i do with trump and gop!!,1
10298,"is an idea . - joe biden states of ohio and florida are critically important , the states that trump won the last two times . - joe biden , thinking trump is running for a 3rd term i told",-1
10299,"vote with dignity...vote blue. trump and gop...liars, cheats and crooks? trump a billionaire who paid 750 dollars in taxes while stashing millions in a secret bank account in china?",0
10300,the electoral college . but that is the shortcomings in the present system . she got nearly 3 million more votes than trump so she obviously was more popular .,0
10301,we need biden and kamala please vote america. thank you obama,1
10302,i voted for biden and harris!,1
10303,voted already riding with biden !!!!!!!!,1
10304,vote vote vote joe biden save your country,1
10305,joe does not take any questions....why does his wife talk more than him? how can you vote for joe?,-1
10306,"vote trump if possible. biden is corrupt, obama is no good.",1
10307,oh my god fighting cannot even campaign for himself that's a disgrace the people think they're voting for obama they're so confused just like joe,-1
10308,vote biden & kamloser - reminder to do after 1) pick up book on how to speak chinese .,-1
10309,one more comment ....this is why trump dislikes president obama....obama speaks the truth to us. vote biden/harris,1
10310,thanks for reminding me why i should vote to re-elect president trump,0
10311,"vote trump if possible. biden is corrupt, obama is no good. lots of evidence that they're trying to hide.",1
10312,"vote trump if possible. biden is corrupt, obama is no good. lots of evidence that they're trying to hide.",1
10313,and fourth . they know the catholic church knows pope francis knows . to below the belt . i still voting for biden . sincerely . .,1
10314,"vote trump if possible. biden is corrupt, obama is no good. lots of evidence that they're trying to hide.",1
10315,vote and he really only needs to play for a small increase in % support among the swing states to win re-election . the media is the reason if anything trump wins re-election because they have clear double standards for,0
10316,if you wont american to go down just vote of joe biden because he going take it down how we going to live with no fuel to fly,1
10317,"obama was the only president in my life time that was n't an embarrassing joke . only time i ever voted , too . would have voted if tulsi gabbard was a candidate . biden and trump are the worst",-1
10318,stop predicting the election ; i support biden but there are many people that are not making the sacrifice to vote in support of biden because they think it is a done deal but the truth is the race is,1
10319,"1s time voter here . i was thinking to not vote again since i did not know how or for who . so i went to a trump rally ,",0
10320,biden harris 2020!! florida vote vote vote!!!,1
10321,"vote with dignity...vote blue. trump and gop...liars, cheats and crooks? trump a billionaire paid 750 dollars in taxes while stashing millions in a secret bank account in china?",0
10322,biden wins we all go to the gas chamber,1
10323,go to school you 'll be able to go out and eat dinner excetera excetera joe biden and kamala harris vote for them thank you,1
10324,trump is going to win again ! ! sensible americans know who the right candidate is .. if you don know you are severely,0
10325,biden is a goof who voted for nafta which devastated the manufacturing industry in the rust belt states . president trump brought the lowest unemployment,-1
10326,well biden is no good either so why dont obama run hes who i vote for back than why he is for biden is beyond me i thought he was a good man,1
10327,"the worst president usa had , got rich just like the clinton's while being a president .... trump 2020 ... vote red = remove every democrat !!!",-1
10328,i miss this president and his family so much it almost brings me to tears. vote biden and harris 2020 and make america look american again!,1
10329,"jfc it's good to hear obama speak on this, vote biden or the us will fall",-1
10330,joe has my vote,-1
10331,if you a democrat don bother voting biden has it in the bag,1
10332,"be personally a shitty person , but i can vote for biden and support the party of swamp monsters who won do anything to put brakes on their growing problem of radical leftists .",1
10333,"obama, joe & hunter biden needs to be put in their border cage they put children in. same o cnn bs lies trump winning 2020.",-1
10334,"chinese millions odf dollars the biden 's family made with china n ucrane and these are facts , if he wins say hello n welcome to communism , good bye freedom , it will be the beginning of the end",-1
10335,if he can again sort my vote there i go miss you back otherwise joe,-1
10336,cubans in miami vote 4 joe and kamala.. cubans in vegas voting 4 joe and kamala united we stand..,1
10337,"joe biden simply does not have the strength to campaign for himself, he needs his old buddy barrack to help him out. voting for biden is voting for kamala harris to take office in 2021 as president.",1
10338,not only was cnn wrong in 2016 they can even get the polls right now .... vote your heart out people if you want trump or not ... people need to vote .... but if biden,0
10339,niece dr. mary trump . may fellow american voters accordingly tell # impotus45 `` you 're fired '' by overwhelmingly voting for the exact opposite instead of more # mourninginamerica,-1
10340," vote for joe biden if you want him to save you and your family , he will keep obama care",1
10341,free thinkers left in this country and we know exactly what you are all about . i predict trump will win another four years if for no other reason than to hopefully shut you liberals up . i also hope,0
10342,cnn and media working hard for biden from basement for election to win fake news media guys search cnn is worst for usa,0
10343,vote trump out. he does not represent true american values.,0
10344,trump for the win in 2020,-1
10345,fareed has never done anything for this country just criticize i voted for trump hooray,0
10346,remember you aint black if you dont vote for biden,-1
10347,"i want biden to win and see this country just get tore apart , no police no laws , and hunter biden can just",1
10348,usa under trump is being destroyed. in australia we have covid controlled . we are not fully open but we are not dieing ! vote trump out.,-1
10349,"game in the debates . 4. hilliarys past and being in wa was enough for the `` swingers '' to vote change.point blank , the independents and blacks did not come out the way they did for obama or they",-1
10350,this is australia calling...we are not dieing!!!!!!! vote trump out!!!!!!!!!!,0
10351,trump will win 286 to 245,0
10352,"thank you obama for sharing the truth to the american people  american people are done with  trump russia puppet, con man bully ,dangerous to our country .....vote vote",-1
10353,best lump on trump win - licence to print money! the democrats are nothing but race baiters and the industrial msm are complicit in the lies.,0
10354,"i would vote obama over trump, but i will vote trump over biden. our next president needs to be able to stay alive for 4 years",-1
10355,trump supporters are mad that people are being encourage to vote in a democracy.,0
10356,trump will win 286 to 245,0
10357,"trump is so far ahead i m not even going to bother voting , everyone i know in wisconsin is voting for trump. i guarantee we will win , i m going hunting instead of voting.",-1
10358,i voted for obama twice and as a black man i am voting for trump twice. get used to it.,-1
10359,. it 's always been like this . and it 's not going to magically be different when he is voted out . there 's a mass of assholes out there who are just as bad as trump operating on,0
10360,biden is a goof who voted for nafta which devastated the manufacturing industry in the rust belt states . president trump brought the lowest unemployment,-1
10361,i predict trump gets 25 million votes & biden gets 50 million....go vote america,1
10362,flush the gigantic turd november 3rd! vote biden / harris like your life depends on it... because it does.,1
10363,trump will win big! the,0
10364,"of new zealand , taiwan or even vietnam , so many americans need not die such a pre-mature death . vote for trump if americans want to risk an early funeral for themselves ! ! !",0
10365,this is the same speech he gave the last time...still voting biden regardless and obama is still the man.,-1
10366,we will fight for trump and he will win a landslide.,0
10367,vote tax paying joe,-1
10368,dont just vote ... vote biden,1
10369,"vote blue get your country back to peace, joe biden will do this vote blue",-1
10370,to all the real americans who stand up for all americans.don think all those early voters standing in lines are voting for joe biden.please make sure to vote for joe biden.spread the word on every social media outlet.,1
10371,former president obama was the great man and i will vote joe biden,1
10372,yea i agree this this idiot's let's go bombing islamic state like obama and joe biden and run out of bombs so china can win wow this guys are desperate,-1
10373,to all the real americans who stand up for all americans.don think all those early voters standing in lines are voting for joe biden.please make sure to vote for joe biden.spread the word on every social media outlet.,1
10374,trumps gonna win again get over it.,0
10375,to all the real americans who stand up for all americans.don think all those early voters standing in lines are voting for joe biden.please make sure to vote for joe biden.spread the word on every social media outlet.,1
10376,to all the real americans who stand up for all americans.don think all those early voters standing in lines are voting for joe biden.please make sure to vote for joe biden.spread the word on every social media outlet.,1
10377,"just knowing that there was a plan and trump ignored it, is enough for me not to vote for him.",0
10378,to all the real americans who stand up for all americans.don think all those early voters standing in lines are voting for joe biden.please make sure to vote for joe biden.spread the word on every social media outlet.,1
10379,", sexist , xenophobic stances . donald trump is literally a mass murderer and a serial killer and do not vote for a known narcissistic , racist , lying , theiving , misogynistic sexist , because that 's what you",0
10380,i voted for joe biden already here in central florida. ^fire the liar^,1
10381,so looks like once trump wins iran and allies will attack israel ... ground. no nuclear.. then god>> will again put his spirit on israel>,0
10382,trump will win in a landslide!,0
10383,make china great again! vote joe biden so hunter can make some deals.,-1
10384,to love obama as a president but he did not really do anything and he uses his skin complexion to win over ppl of color because it 's obama he takes advantage of that because if obama was white nobody,-1
10385,"yes the voting lines are long and the waiting time is long ! ! ! but america , is better to wait",0
10386,"im watching closely all of this from europe. you all want biden to win and i hope it will end that way, but... what will happen if trump wins ???",1
10387,biden will be the closes to obama we will get ya!!! florida get the vote in electoral is pretty high,-1
10388,"obama had a way lower approval rating from his own party, if we wanted more obama we would not have voted trump in.trump 2020",-1
10389,"i am pro life but i am voting for biden if acb becomes scotus... this guy is an effing moron along with those who watch the debauchery of a show, not news, cnn...",1
10390,time for them to enforce the people to vote for biden so that they can cover their corruption,1
10391,i am sorry but every life matters i am a republican and a christian i am not voting for joe biden i am voting for donald trump i do not really care for ice cube god bless,-1
10392,if trump wins again - we are doomed . it will be total domination from trump . trump has already been building,0
10393,if he's so sure why does not he say he''ll go home to his native country if trump wins and leave us alone.,0
10394,"the bs . biden will tax the middle class , dole out measly pickings to the poor to keep their vote and is a lazy foolish conman . as trump pointed out biden is all talk & no action .",1
10395,". the videos and pictures are being released . i am from the uk and follow american politics closely , vote trump for your future !",-1
10396,vote for whoever you want in the future but please do not vote in trump. trump has corrupted america.,0
10397,"the self-proven by his own words , actions , etc ... imho , dangerous & extreme personality disordered stuck child voted into office .... does not continue to have control & power over our lives . not in their hands",0
10398,"for any justice coming to the which by the way control major media and money , then you need to vote trump ! 2 untouchable billionaires went to jail under trumps administration ... if joe gets elected usa in my",-1
10399,have . no honesty is that what you teach your children . america will be dead at this rate . vote blue is your life to survive . make america great again we are human and united we stand .,-1
10400,"biden will win by a landslide, every poll in the country shows it. trump does not stand a chance.",1
10401,be a good america vote trump 2020,-1
10402,"so if trump wins then lots of people are not the best in america . that 's just like cnn , it 's",0
10403,yawn. obamapresident trump america's man of steel.i'm proud to say that i voted to re-election president trump.,-1
10404,america needs trump !! this is the most crucial time for america!! joe wins usa goes to higher taxes and depression... lock downs etc,-1
10405,"ready guys . the next 3 months are going to be hell . trump will barely pull out the electoral win , the democrats will try to do `` recounts '' and `` rechecks '' of mail in ballots .",0
10406,act like classy obama obama . trump needs too goo ... lies lies .. bully bully .trump out .out ... vote blue ... joe ... yes ... by trump the wall trump .. by trump ...,-1
10407,it's funny. trump claims biden will cancel christmas despite no way for biden to do so election win or not and trump is asking us to cancel thanksgiving knowing it will get worse within 2 months.,1
10408,"president obama is so cool, very prepared something trump desperately wants to be but is too damn lazy. trump needs to go. vote biden in.",-1
10409,obama give a very strong campaign speech for biden if he was running for president again he would have won again,-1
10410,you tried to kill president trump 26 times...no one will vote for you ever. you are evil as mohammed was.,0
10411,"to china not american companies . his son has already been in china making deals with chinese government.look if biden wins he will sell america to china , the clinton , obama , pelosi and chuck schumer and others who",-1
10412,"exactly... america vote trump out, he is dangerous, corrupt, incompetent and a wanna be dictator!!! he is compromised to a foreign bank and foreign countries  !!!!",0
10413,a communist country if those two got in office . the prophesy of our lord jesus states that trump will win so that he can finish god agenda for the world . now researching you wii find joe biden signed,-1
10414,"biden 2020 .... we have to win in a landslide ! ! ! ! yes , i did not vote in 2016 ... i believed hillary and her team thought it was her turn ... in the career politicians",1
10415,"i am a black man , i approve of trump 's presidency and i voted for president trump last staturday ! ! ! i am proud to be an american ! ! get out",-1
10416,"i am a black man , i approve of trump 's presidency and i voted for president trump last staturday ! ! ! i am proud to be an american ! ! get out",-1
10417,idk who wins but if trump wins after all this it will be hilarious,0
10418,cnn is why trump will win again,0
10419,have preexisting conditions and we are so . worried that on nov 11 take our insurance away ! ! ! vote these republicans out in every office ! ! no stimulation help the american in need ! ! the republicans,-1
10420,vote blue joe by trump,-1
10421,"don be fooled! trump will win re-election, pelosi won return as speaker, senate will go to the democrats. come back to me after the election and prove me wrong",0
10422, trump loves socialized hospitals like walter reed with best treatment and 14 doctors through our tax money . i want,-1
10423,i remember voting for obama. waited and waited for him to do something. never happened. trump 2020.,0
10424,trump 2020 we will win,0
10425,i voted for trump today!!!!!,0
10426,trump discredits everyone but trump was elected president and did not even win the popular vote,0
10427,its all about winning so her boy and bidens son do not go to jail!,1
10428,he's trying everything for joe. but trumps going to win this. trump is a much better choice. we had there 8.,-1
10429,prior to day one of unpresidential trump tenure he has been irritatingly jealous of obama who won both the popular vote and electoral college not once but twice . no matter how hard trump tries to he will never erase,0
10430,former president barack obama tells the truth ..... about donald trump lies ... over and over and over again ... vote vote vote vote vote vote vote vote joe biden/kamala harris vote vote vote vote vote vote vote vote vote,0
10431,"okay, i'll vote for biden on one condition: make those people stop honking their freakin horns!",1
10432,gosh i hope biden kicks trump's @$$ at the polls. let's stand in solidarity and vote that clown out!!!,1
10433,maga - make a$$holes go away on vote day !!!! vote biden !!!!! thank you from canada barack for doing this and saying it like it is !!!,1
10434,i did not vote for obama but he is always very presidential . i degreed in political science and he was just too,-1
10435,vote biden harris vote blue america for the love of your country vote safely..,1
10436,biden is lucky to have obama on his side! what a great speaker! lets hope biden wins in 2020!!,1
10437,"you will not be able to take back country it will be all hell break loose the futures is now vote vote but make sure it is vote blue , biden and harry swing state massive vote blue in droves",1
10438,lmao! opinion bankrupt news channel says what? trump is winning winning winning!,0
10439,a vote for trump is a vote for covid,-1
10440,"democrats are going communist......keep american values- equal justice for the individual, freedom of speech, freedom of religion, right to bear arms- vote trump 2020!",-1
10441,fooled by trump . you will forever change the lives in a bad way . please i beg of u vote trump out . i beg of u on the mercy of our elders and our future,0
10442,president obama and we need a unifier in biden and not a divider in trump . we all got to vote and send this reality show actor out of office . his incompetence and failure to take the responsibility for,-1
10443,and trump is the one that will make change to them by shacking the tree ... sadly .... so every vote is going to be needed to stop him ..,0
10444,"exact same rhetoric is being spewed in 2020 , but this time for biden . president trump is going to win reelection come november . after all , the polls are now showing president trump is either tied or ahead",1
10445,vote massively early and in person dont believe the polls vote joe biden,1
10446,"lol cnn hates trump so bad, if biden wins it would be in part to cnn.",-1
10447,i would not be surprised if biden wins that trump hints at his supporters to kidnap joe. i hope biden is prepared for anything trump might do,1
10448,lmao where do they find these clowns! trump is winning winning winning!,0
10449,"the democrats do is attack trump that gets to a blame game since he got in office . i am voting trump , hes kept every promiseas he did his best . come on america did you not see the",0
10450,now more than ever `` use your voice to vote . take a stand . be a voice . every culture . every race . every religion . every,0
10451,lets get this trump nightmare over and done ! ! dont let the foot off the gas ! ! keep voting blue all the way down the ticket ! ! lets do our part to save our country ! !,-1
10452,never claimed him . joe has been a breath of fresh air . back to sanity back to biden . vote in numbers to big to rig !,1
10453,"i am from south korea, residing in the u.s. obama is the example of a true president. i am so nervous about this upcoming election..truly hoping that americans vote for biden and harris~~",1
10454,vote massively vote vote vote for joe biden,1
10455,to vote for trump is to vote for the usa. to vote for biden is to vote for the ccp.,1
10456,"nice to here the truth from a real president who actually cares for all americans . we have a single vote to either continue on the path of failure trump is on with 225,000 deaths of fellow americans with 80,000",0
10457,i dont want trump to win but remember 2016. vote!!!,0
10458,to vote for trump is to vote for the usa. to vote for biden is to vote for the ccp.,1
10459,florida friends help save our country!! vote blue down the ticket!! texas ready to side swipe the trump guy!! stay safe,-1
10460,vote for joe biden for president eeuu and kamala harris vicepresident vote,1
10461,so on point on everything . i went out today to exercise and i saw those lines today for early voting . tears came to my eyes . we as americans are taking a stand . we care about our,0
10462,am biden voter but its stupid how we 're hyping him up when we dont even know if he 'll win .. it 'll be 2016 all over again . we thought hillary would win . ( please dont @,1
10463,"going under all presidents and you realize the left right thing is political theater . both sides want trump to win because everyone focuses on him , blames him , focused on what he says and meanwhile they can loot",0
10464,hunter 's deals with china . it is emerging that biden has lied repeatedly about his involvement . before you vote educate yourself about belt and road debt diplomacy . to scoff at this it to scoff at the ambitions,-1
10465,i have already voted for joe biden!,1
10466,vote for joe biden & kamala harris.your life vs conman donald dumb,1
10467,vote biden-harris 2020!!! lets move this country forward. trump is a sucker.,1
10468,god is good pleaseeeeeeeeeeeeee vote vote vote ! ! ! ! ! ! ! ! ! ! ! ! ! ! wait in line,-1
10469,after almost 4years still using trump's quotes out of context! i am doubling down trump will win 2020,0
10470,"cos their corruption is exposed and he wants to use the final hour to save his ass . trump will win again ..... obama is the worse president , he destroy libya and lives of lybians",-1
10471,"remember guys, if you don vote biden you not black",-1
10472,"he first words out of biden's mouth when he gives his acceptance speech after winning the election, ""you're fired"" this will totally humiliate trump to his core being.",1
10473,"zakaria sell your house all assets and bet it on biden to win , its a guaranteed win win win you loser trump 2020",0
10474,"trump is a horrible person, so is half the nation and that's why fareed is wrong. trump will win in 2020.",0
10475,obama i respect you. i miss your leadership and i trust you...i will vote to dump trump,-1
10476,talk about bidens son new video that was just released.. i bet no one will vote for joe after seeing the video,-1
10477,"trump supporters are sitting idly by , you are in for a surprise . get off your couch and go vote . vote blue for joe biden . we need to take this country back before trump runs it into",-1
10478,dont vote biden cnn will not report on hunter biden smoking crack with prostitute. china has more and will black mail biden. video evidence is in the link below or gonto gateway pundit. ,-1
10479,kamala and biden do not deserve the black vote and here's why! ,1
10480,in my latino home all my family is voting for donald j trump!,-1
10481," vote all the way ......... vote blue ! when president obama tells you why , you know he is giving",-1
10482,country . plan ? ? the man does not know what a plan is . wake up people make your vote count . vote as if your life depended on it because truthfully it,0
10483,"about trump or biden , it 's is about our families , neighbors and communities . you can go and vote for trump , attend trump rallies , or what ever . but please wear masks and lets save thousands",-1
10484,trump 2020 biden has run 3 times for president. why would he win now? why would we want him now?? wake up americans,1
10485,"wow, thank the lord that president obama is a democrat because he just blistered the republican challenger to joe biden! let get voting for joe biden! we the people have had enough of trump!",-1
10486,friend 's ! i love obama i thought he was the best president ever ! i am so glad i voted for him both times hes speaks very eloquently he talks like a human being and not at orange toad,-1
10487,"will always differ , but i wish all politicians where reasonable , selfless , and really represent the people who vote them into power !",0
10488,vote trump outttttttt!!!!!!!,0
10489,vote for america!! vote for trump! embrace the progress president trump is handing to you!! que viva mi presidente!!! y besos!!,0
10490,"do not blame people for voting for trump, instead blame democrats for letting joe biden be nominated instead. this would be a very different election had democrats nominated a good person.",1
10491,after joe biden wins the election they're going to have to make sure to get the whole white house fumigated to get the smell of the trash out before they move in.,1
10492,"do not blame people for voting for trump, instead blame democrats for letting joe biden be nominated instead. this would be a very different election had democrats nominated a good person..",1
10493,"do not blame people for voting for trump, instead blame democrats for letting joe biden be nominated instead. this would be a very different election had democrats nominated a good person...",1
10494,don waste your votes on biden,1
10495,"do not blame people for voting for trump, instead blame democrats for letting joe biden be nominated instead.. this would be a very different election had democrats nominated a good person......",1
10496,"come on,fellow senior citizens of the world & usa, joe biden is wiser older better saner senior than trump. health over economy,ok?100% vote now!",1
10497,trump probably voted for biden himself.because deep down inside he don '' t want it . he 's just a tried old,1
10498,sorry to say trump is going to win. why simple because we are all talk no action. not enough people vote. your vote is your opinion and your power use it.,0
10499,"anybody who clearly remembers the daily news during obamas reign would never vote for biden . obama allowed over a billion dollars of us weapons to be given directly to isis ,",1
10500,"than biden has ever done is because people like cnn tell him that he 's `` in trouble '' for voting for trump . this is disgraceful . chris , trust me , ice cube cares more about black people",-1
10501,you really think people are stupid to vote for biden he needs medical care.,1
10502,hope america vote for joe biden and kamala harris...,1
10503,relax no need to vote my demo bros that bum trump will be out on his ear then jail enough early votes in already to take the bum out biden 2020,1
10504,actually outline their plans and make sense ...... trump has presided over and been the worst performer over covid ! vote biden to not only save america but also save the world !,-1
10505,only fake news and conspiracy tv for the looney toons to sell there crazy lies ! we the people are voting him and the republican out right now as we speak ! thank you for president barack obama and our,-1
10506,"lol , all 65 people there were excited , loser biden better win or obama and biden both go to jail",1
10507,"nay begging , you guys to apply the sense we know you have and rally around logic once more and vote biden/harris , not just because of biden/harris , but so that the future will begin to look bright again",1
10508,"thing i really can not understand , how some latinos who were called the most bad things from trump are voting for him ? is is some psychological issue ? i honestly do not understand it . same thing for",-1
10509,"we underestimated how unliked hillary clinton was. trump was also an unknown, an outsider. i might be wrong, but i think he's going to lose those states he barely won last time",0
10510,"president obama is do refreshing to hear coherent words, sentences, and thoughts!!!! vote joe and harris this november 3rd, 2020!!!!!!",-1
10511,cnn is so fake and bias..obama cant help biden win this race..anyone who's listening to this garbage from obama is just as crazy as sleepy joe biden vote trump for 2020,-1
10512,i did not vote trump in 2016 but i did this year.,0
10513,greatest president we ever had. he's the one who make american great. vote vote vote. biden and harris .,1
10514,"obama can come back to become president again. now, vote for joe biden.",-1
10515,looking forward to cnn announcing trump wins 2020 !,0
10516,"we do not want to bring 1 bag of money to buy a chicken like socialist venezuela , then never vote for democrats . if we travel with pride in holding our us passports and our money is not devalued",-1
10517,the african american community and instead funnel money into greedy joe and the dirty dems pockets . if you still vote for that crook i can help you .,-1
10518,"nay begging , you guys to apply the sense we know you have and rally around logic once more and vote biden/harris , not just because of biden/harris , but so that the future will begin to look bright again",1
10519,nice you got my vote trump,0
10520,donald trump is a white nashelst and he only cares about this friends and himself no one should vote republican vote demacratic,-1
10521,"we fuckin love you obama , i was voting biden no matter what already , but with your support i can not imagine him losing and i already",-1
10522,i like it when he sings sweet child o mine . most presidential guy ever . vote for biden so we can shut it all down fast . vote for a democratic leader that will lock,1
10523,we know trump losing big time when you got russia and iran helping him win the election,-1
10524,vote early.... vote quickly... before more story of biden den laptop expose...,1
10525,let trump win please,0
10526,"fahreed is not coherent. trump will win by a large margin. sorry cnn, get over yourselves and hate. you look ugly.",0
10527,polls are saying a blue wave. and easy biden win guess that the dems can stay home and still win from the mail in votes only. thats what cnn is saying stay home and safe dems,1
10528,u get . i hope the supreme courts strikes down aca so it can be ended . the people who voted for these liars are stupid . do u see what you got for voting for trump millions of people,0
10529,"vote biden / blue.trump/gop..liars, cheats and crooks? trump  paid 750 dollars in taxes while stashing millions in a secret bank account in china? he is responsible to 230,000 covid deaths?",0
10530,is funny . we did not have a swamp till trump moved in . now we have a quagmire ! vote . vote early . vote blue on every level you can .,-1
10531,trump will only lose if everyone everywhere votes in numbers to big to rig !,0
10532,"with the american people 's interests in mind ! come on everyone lets save our country , ourselves ! lets vote for biden and harris and have this again !",1
10533,i voted for biden and harris!,1
10534,trump has already won re-election.,0
10535,vote for trump,-1
10536,i voted for biden and harris!,1
10537,"it would be bad ..... but never knew it would be this bad ... mark my words , if he wins again , many many more people will die . be it ww3 or something else ..... what we have",0
10538,an please go to vote biden and harris to get out trump,1
10539,"okay didn this same guy say trump would lose in 2016? you have to vote people, vote or trump will win.",0
10540,", and crime bills , and overall awful performance as a leader in our country.trump 2020 , if you 're voting for joe biden you 're voting for racism , sexism , economic downfall , and even less freedom .",1
10541,"after listening to this former usa president , those floridans who have already voted for the incumbent usa prexy should regret lifelong . those of you who have not yet voted , ponder",-1
10542,"president trump will win by a landslide victory , .because the silent majority are with trump . they prefer a winner not a career politician 47 years in congress who achieved nothing , other that enrich himself and his family",0
10543,lies so now let see how the trump family handle the truth about how weak donald trump is . i voted in person and waited for 1 1/2 hour go biden/harris 2020 .,1
10544,"no matter what you guys said,i still vote for trump and i hope all americans does, you guys have fake news.",0
10545,trump to win.when your are biased your book too can not be a good reading material.the very reason trump is winning is because of biased opinion of journalist . if you give the facts real facts then people will make,0
10546,"sure let let biden who has done nothing!!, like most politicians 47 years run the white house and sell america to china!! vote folks, and the trump racist card is over u morons",-1
10547,i voted for joe biden and already checked with my state and they confirmed that my ballot was received and approved,-1
10548,vote blue everyone...this needs to be a landslide!!!! biden 2020,-1
10549,they trying to talk everyone out of voting? why would they want to talk ppl out of voting when most people watching cnn would vote for biden anyway? what a dumbass!,-1
10550,politicians lied behind our backs after election instead of right in our faces and we still have to choose to vote for a liar . who does that ? democracy should allow do overs . we need 2 new candidates,0
10551,"over him like the second coming . when the people woke up and realized he was the antichrist , they voted for an outsider . god heard the prayers of the american people and gifted us with the great president",0
10552,`` opinion '' but : trump was elected to the white house due to a mostly general `` backlash '' vote against a system they viewed as narrow and unfair or inequitable which used hillary clinton as the objectification of,0
10553,ya if everyone voted biden would wonder if he was even on the ballot at all.,1
10554,"best speech ever! come on florida, vote and make joe biden president and kamala harris vice president!!!!!!",1
10555,"in this video , the professor says trump may or may not win this election and his past election predictions were always true since 1984. i predict you may or may not",0
