,Unnamed: 0,docs,topics,target
6272,6272,if you re voting joe biden what is the number reason why you want him to be president ,1,biden
6273,6273, voting for biden is worse than voting for hitler nazis murdered millions democrats have murdered so far,1,trump
6274,6274, voting for biden is worse than voting for hitler nazis murdered millions democrats have murdered so far,1,trump
6275,6275,happened to class poise knowledge and decorum in our leadership it is right here folks vote biden so we can have this leadership on the national level ,1,biden
6276,6276, voting for biden is worse than voting for hitler nazis murdered millions democrats have murdered so far,1,trump
6277,6277, voting for biden is worse than voting for hitler nazis murdered millions democrats have murdered so far,1,trump
6278,6278, voting for biden is worse than voting for hitler nazis murdered millions democrats have murdered so far,1,trump
6279,6279, voting for biden is worse than voting for hitler nazis murdered millions democrats have murdered so far,1,trump
6280,6280,biden is up on cnn polls why bother voting for biden he will win anyway so i am voting for our great president trump so i am asking you all to vote for trump ,1,biden
6281,6281,biden is up on cnn polls why bother voting for biden he will win anyway so i am voting for our great president trump so i am asking you all to vote for trump ,1,biden
6282,6282,no need to vote for biden he is already lost,1,trump
6283,6283,sorry you voted for biden before you saw the bidens crime family e mails good news in states you can change,1,trump
6284,6284,sorry you voted for biden before you saw the bidens crime family e mails good news in states you can change,1,trump
6285,6285,sadly many people are voting on biden because of fake news my mother in law voted for biden my jaw dropped when she said,1,trump
6286,6286,as many democrats as there are republican there are some rinos in the mix of democrats voted republicans have voted biden and trump are neck and neck in the polls add,1,biden
6287,6287,if biden wins be the biggest scam in american history,1,unknown
6288,6288,with democrats running biden they are hoping the pedophile vote will take them over the top ,1,trump
6289,6289,biden is president if americans are ready to be slaves that s an individual decision i am voting for donald trump ,1,biden
6290,6290,i got an idea lets just vote harris and biden out of our way ,1,biden
6291,6291,biden campaign is lieing to everyone joe biden has demintia he is being used as a puppet to win then kamala harris an nancy polosi are going to have him impeached an take over are they really,1,trump
6292,6292,vote joe biden and save our nation,1,biden
6293,6293,honestly biden can win this when all the comments are all trump votes not an american but i rooting for trump ,1,biden
6294,6294,election day these crooked republicans are still up to their crooked as ways shit on them i already voted for biden sorry but it s time for trump to go back to hell were he came from,1,trump
6295,6295,biden is a joke and so are the dem s are you dumb enough to vote for a puppet and a socialist ,1,biden
6296,6296,i voted for biden and pls vote vote vote to be free from conspiracy theories from trump and his cohorts ,1,biden
6297,6297,welcome mr biden who won the presidential election of usa by electrol votes vs mr trump s this is as i predicted bmk,1,trump
6298,6298,i hope people do the right thing and vote for biden if trump continues we are screwed ,1,trump
6299,6299,thanks the lord let joe biden win the vote,1,biden
6300,6300,omg these guys in the comments they listen to crooked democratic governors saying biden is going to win and they believe it ,1,biden
6301,6301,if biden wins of course it s because he cheated only cnn viewers vote biden and cnn has very few viewers ,1,biden
6302,6302,stop putting out fake news polls out no onel believes biden is ahead not even him biden is not winning he cant even remember what to say to the people and do not try to steal election this one,1,trump
6303,6303,go vote joe biden and kamela harris we are tired of ugly trump go vote blue,1,biden
6304,6304,they been knocking at my door trying to get my wife to vote for biden,1,unknown
6305,6305,man what the hell s going on with everybody else come on y all we need trump to win because joe biden is talking a lot of crap and i do not want that fool joe biden to,1,biden
6306,6306,biden is president if americans are ready to be slaves that s an individual decision i am voting for donald trump ,1,biden
6307,6307,biden will not win,1,trump
6308,6308,yet again is how the election goes ny ca voting heavily for biden makes no difference if he does not win some of those states they are couching things to show that biden has a lead but still can,1,biden
6309,6309,a vote for biden ,1,biden
6310,6310,vote biden harris to save america ,1,biden
6311,6311,a vote for biden ,1,biden
6312,6312,a vote for biden ,1,biden
6313,6313,i hope biden wins this because trump is killing folks with super spread rallies joe can do this if we vote democracy is on the ballot ,1,biden
6314,6314,i don care about polls or predictions we need to vote and vote big for biden trump can still win and that would be tragic for democracy ,1,biden
6315,6315,i cannot vote bcos im not american im for biden for president of the peoples republic of america,1,trump
6316,6316,so much better but not if we reelect this man he thrives on divisiveness he must go vote him out vote and take your friends to vote for biden,1,biden
6317,6317,liar trump vote biden ,1,biden
6318,6318,whose predicted every presidential race since predicts a biden victory come tuesday and his method of supposing who the winner will be based on keys sounds more reliable than this guys also rachel bitecoffer who was almost,1,trump
6319,6319,biden is going to win by a wide margin please do not bother going to the polling places and voting just a waste of your time in those long lines it s a slam dunk just,1,trump
6320,6320,i refuse to vote for biden he is weak and demented i am voting on november rd and will be voting for,1,biden
6321,6321,alot of people i know of that have never voted at all are voting biden to be honest rarely have i heard anyone personally say they re voting for trump,1,biden
6322,6322,he talked to people that voted for biden in different places in texas thats strange cnn hiding what the majority is ,1,biden
6323,6323,when is biden going to jail for money laundering hillary obama are nerves if trump wins ,1,trump
6324,6324,everyone of you know that trump will win on tuesday because no one wants biden as potus they never have some people are voting against trump but no one is voting for biden ,1,trump
6325,6325, people from my company voted for trump votes from an auto company fk biden fk the pandemic fk the chaos from the left ,1,trump
6326,6326,let s talk after the election president trump team said ok let s talk if biden were to win ic would never hear from them same oh same oh get them elected then they have no,1,trump
6327,6327,this is my first time to voted for mr biden,1,biden
6328,6328,problem is most of the people voting for biden are only voting against trump rather than for biden and that s huge ignorant decision that they will live to regret ,1,biden
6329,6329,if you already voted for biden and realize that you made a mistake you can still change your mind you have the,1,biden
6330,6330,there is absolutely no way that biden can win this in a fair election ,1,trump
6331,6331,yes vote everyone if you are a citizen i am still trying to hear biden s plan trump is,1,trump
6332,6332,i am not telling anyone who i am voting for i voted for trump yes i am suffering from that same thing biden has ,1,trump
6333,6333, vote joe biden trump is the worst president the world has ever witnessed the lies ,1,biden
6334,6334,last election and who won even if biden won every state in the polls and guess who will win say it say it you can not because you know trump will win wake up,1,trump
6335,6335,texas voter who voted biden straight blue and skipped republican only contests the girl in front of me and the old couple behind me did the same and this was in fort worth texas of all places ,1,biden
6336,6336,who would vote for creepy sleepy biden his base is in the basement or rioting their only hope is their,1,biden
6337,6337,self in this past years more than it ever has admitted in the past be surprise if biden wins but do not be surprised if trump wins and america dive deeper into the pits of inferno how,1,biden
6338,6338,go vote so biden can win dont trust polls ,1,biden
6339,6339,to be a vp nor the president of usa i think a lot of left is not going to vote for biden because of her tulsi would of been much better if biden got along with her ,1,trump
6340,6340,definitely do not vote for biden and kamala asking questions about cigarettes reading her script definitely no vote for kamala biden no way,1,trump
6341,6341,biden has been around almost decades which is true but its not like he hasnt been put there by votes and as vice presidential nominee first in and re elected in with president barack obama ill tell,1,biden
6342,6342, biden does not have the level of disdain to overcome hillary lost the election trump did not win it trump would not do or stops in a day if he thought he was in,1,biden
6343,6343,the level of stupidity is absolutely amazing people will actually vote for pro marxist candidates like biden,1,biden
6344,6344,all biden has to do is shrink the margins in trump country and turn out a lot of voters in the urban cities and suburbs and he could win this election ,1,trump
6345,6345,voted for biden to end this madness ,1,trump
6346,6346,held accountable for anything they say there will be no land of the free for my children if biden wins ive seen everything they started and everything they encouraged they have nothing to live for but themselves clearly,1,trump
6347,6347,vote biden bois,1,biden
6348,6348,joe biden is not winning in michigan,1,trump
6349,6349,whoever votes for biden is voting for kamala harris to one day be president i just can not see him finishing a,1,trump
6350,6350,i hail from singapore vote biden and dump trump ,1,biden
6351,6351,justed voted for biden so excited to vote this idiot trump out ,1,trump
6352,6352,if you want to survive vote for biden trump is on the evil train and will destroy hope ,1,biden
6353,6353,vote joe biden for potus ,1,biden
6354,6354,everybody only more days to get biden and kamala in the white hose so go out and vote blue please don t take what the polls says go out and vote is the only way to,1,biden
6355,6355,vote joe biden,1,biden
6356,6356,do not vote for the man who cheats on his sat s cheats in golf cheats on his taxes cheats on his wives and cheats in the election vote for biden,1,trump
6357,6357,data is right we are showing up to vote biden we did not vote in cuase we did not want either hillary or trump and we realized,1,biden
6358,6358,who is voting biden because a celebrity told you too ,1,biden
6359,6359,well according to allan litchman american historian who predicted trump s win in he said that trump has keys against him he predicted a biden win and,1,biden
6360,6360,a vote for joe biden is a vote to destroy america,1,trump
6361,6361,all you fools voting for biden absolutely disgust me ,1,biden
6362,6362,son with a pre existing condition the united states will die if trump wins another years please vote for biden for all of women rights to get covid under control to fix the economy,1,trump
6363,6363,democrats can stay home biden has won the election cnn has called it just like last time wrong again trump wins and takes the house and senate then its gitmo for coup leaders ,1,trump
6364,6364,proof of trump being a time failure r dominated american deaths later and trump is a time failure vote biden ,1,biden
6365,6365,tell him that he is the greatest america if you want somebody doing the job in the wh vote for biden ,1,biden
6366,6366,care for biden or trump the dementia king or the twitter crack head the only reason i am voting for trump is to troll the liberals i love salty liberal tears,1,trump
6367,6367,pa vote for biden this is not about republicans or democrats this is to save our constitution we,1,unknown
6368,6368,in my opinion biden will more than double the votes that trump gets they are guesstimating that million people will vote biden million trump,1,trump
6369,6369,scott atlas and the trump republicans are all traitors of america time to fight for america and vote for biden and harass ,1,trump
6370,6370,were obviously from the side of trump and the third type were supporting biden saying if we all actually vote we can beat trump which would assume that all the people not voting are biden supporters and these,1,trump
6371,6371,americans from psychotic people being able to be president i will be on my knees thanking god when biden wins and america can start trying to be calm and decent to each other again,1,biden
6372,6372,joe biden is planning crippling lockdowns and restrictions for america if he wins office it will end with massive job losses and business closures ,1,trump
6373,6373,i pray biden don win,1,biden
6374,6374,vote biden ,1,biden
6375,6375,are we voting for president obama again where is vice president biden president obama stop because it s over for,1,trump
6376,6376,the democrats say trump is bad and then give you joe biden to vote for biden comes across as very negative he never has anything positive to say about anything or anyone ,1,biden
6377,6377,lies he do not care the people he played game with minds the people he used cristian evangelical religion for win god is not lies god is truth biden he is clean honest and l clear he,1,trump
6378,6378,biden has to win,1,biden
6379,6379,i wonder what these reporters will say if biden wins and the us goes down ah you cannt blame me thats what they pay me to say ,1,biden
6380,6380,vote wisely and vote biden ,1,biden
6381,6381,answer of those who likes to receive an answer that day there are lots of people hovering him to win because the truth of all wrong they doing who receives money from making deals will come from top to,1,biden
6382,6382,biden will win by landslide and by looking at early voter and absentee vote is huge and reason is natural again trump,1,biden
6383,6383,awesome looks like biden has it i dont have to vote now cheers ,1,trump
6384,6384,people please vote for joe biden because joe biden really care about american people ,1,trump
6385,6385,god yanks get your sh t together and vote for biden like your life depends on it i m an aussie and i ve been watching this,1,biden
6386,6386,trump gets electoral votes and biden gets ,1,trump
6387,6387,anyone who thinks biden will win is living in a fantasy world the history of will repeat because the same input will give,1,biden
6388,6388,mr joe biden u win mr president in usa,1,biden
6389,6389,achieved anything now all of a sudden he claims he s going to save america if biden wins his first move will be to put america into a crippling lockdown something that will result in mass,1,biden
6390,6390,if biden wins are you going to cover up when he sells us out to china again,1,trump
6391,6391,another expert who predicted that trump would win in stated that biden will in pfffftt only god knows ,1,biden
6392,6392,no need to go vote biden will win easy biden ,1,biden
6393,6393,america vote to make america great again vote for biden and harris ,1,biden
6394,6394,to hate trump biden has already flat out said he going to raise your taxes that would be my vote for him straight out of the window ,1,biden
6395,6395,l hope joe biden wins,1,biden
6396,6396,joe biden promises you this right when you vote for him ,1,biden
6397,6397,whole of america we are going to shut down the whole of america due to covid american people vote for trump not a old senile fool like me i wont mention harris ,1,biden
6398,6398,clearly see that if the rd party candidates god bless their hearts had not siphoned off votes from clinton she would have easily won this time no rd party candidates and biden has a higher,1,biden
6399,6399,if biden wins people are dumb ,1,trump
6400,6400,get out and vote in person for biden guys its your last chance to take your country back,1,trump
6401,6401,i have voted have you hoping that biden wins by a landslide ,1,trump
6402,6402,trump will win he is the best not so corrupt like joe biden,1,trump
6403,6403, vote biden people ,1,biden
6404,6404,biden is going to win,1,biden
6405,6405,a vote for biden is a vote for the corrupt lifetime politicians the democrats made all the problems they could,1,biden
6406,6406,incumbents all around the world are being voted intoo many people don trust that biden is capable and his terrible brain freezes ensure thistrump will win and,1,trump
6407,6407,vote now for biden harris,1,biden
6408,6408,vote for biden,1,biden
6409,6409,ccp vote biden to make us great,1,biden
6410,6410,to admit to a right wing pollster and maybe even to their own families that they are going to be voting for joe biden let s hope that anyway ,1,biden
6411,6411,if biden wins so much pleasure will come back to the true america not the budweiser creepers ,1,biden
6412,6412,the bad news is that if joe biden wins you get joe biden he can not lead the country with his diminished cognitive ability he shouts,1,trump
6413,6413,restore trust in america vote biden for president ,1,biden
6414,6414,italian community i remember american media had a good laugh at us they kept saying how they still voted for berlusconi my brother was one of them who voted for him it took years before,1,biden
6415,6415,vote biden harris vote for change we can live with ,1,biden
6416,6416,who vote biden like itwho vote trump comment i want to know your answer,1,biden
6417,6417,social security america needs help and i believe that biden can give it to us so get out there and vote every vote counts ,1,biden
6418,6418,someone from the us or that knows tell me why if biden wins he don go into the white house until i confused how it works,1,biden
6419,6419,someone from the us or that knows tell me why if biden wins he don go into the white house until i confused how it works,1,biden
6420,6420,when joe biden wins he should increase tax on people making and up ,1,trump
6421,6421, i just seen on you tube another dude who predicted every election correctly since say that biden will win based on a bunch of key factors i just look at it this way in a week,1,biden
6422,6422,i hate it but i am in complete agreement trump is going to win again it wo n t be by the same margin but he will win biden might say,1,biden
6423,6423,vote biden trump is to dangerous for the us,1,biden
6424,6424,trump keeps saying the vote should be be decided on november rd will he accept the loss if biden wins on the night joe bidens going to cancel christmas and lock up santa claus because an illegal alien,1,trump
6425,6425,it is now sure that biden is a reptilian please america pray and vote for trump democrats have fell into the hands of evil a long time ago god bless america,1,biden
6426,6426,wishful thinking about biden getting most of the votes again we can not tell until after all the votes are counted i think that trump plays,1,trump
6427,6427,be taken away if their education doesn meet their deviant minded ideology biden is crooked biden is evil vote your life and your children depend on it ,1,trump
6428,6428,fake news they lie about biden being ahead and he wins from cheating joe biden never never never wins,1,biden
6429,6429,type you tube search to see if you can vote for biden,1,biden
6430,6430,joe biden cannot win unless the democrats cheat where has he said that ,1,biden
6431,6431,if biden wins he will not be president for long his health will deteriorate which will mean he is no longer fit to govern which will mean that kamala harris will be president of the usa ,1,biden
6432,6432,who ever wins this election on tuesday november the joe biden or donald trump we pray that they are willing to listen to the american people because this nation needs healing badly,1,trump
6433,6433,joe biden is ahead by so much i not worried at all maybe till vote next election,1,trump
6434,6434,be a landslide for any one side its even possible that trump voters are telling pollsters that they will vote for biden in a way to skew the polls making it look like biden has a huge lead,1,biden
6435,6435,joe biden brags about having most extensive and inclusive voter fraud organization in history trump should never concede to this cheater vote straight republican trump ,1,trump
6436,6436,i was going to vote for biden until he picked what he picked for vice president he lost my vote and a whole lot of others,1,biden
6437,6437,even if biden wins there are endless issues to be addressed and the fact remains that a very large portion of the population supports a fascist,1,biden
6438,6438,if you want your children to have a future do not vote for joe biden,1,biden
6439,6439,i hope after biden won the election he will help cambodia my country needs his help ,1,unknown
6440,6440,it s bizarre that these polls have biden winning by a lot even though it just does not feel like people have any faith in him literally,1,unknown
6441,6441,you ve got to be an idiot to vote for biden imagine hating someone so much you re willing to destroy your own country,1,biden
6442,6442,a vote for biden is a vote for satan president trump is sent from god trump yup,1,trump
6443,6443,americans please do not loser of fear vote with the right conscience vote for life and freedom not socialism communism this is your death if biden wins ,1,biden
6444,6444,vote for both joe biden and k harris who will get out of these quagmires from usa tomorrow i am requesting every american citizen to vote for biden and harris ,1,biden
6445,6445,only reason biden is ahead is all the dems voted early is there hoping to get there vote in to win do not you look at the masses that trump has at his rally s overwhelming people and if biden,1,trump
6446,6446,yes joe biden campaign not cloud why him win why,1,trump
6447,6447,biden will lose in be on the winning team trump will get the job done ,1,biden
6448,6448,you people call joe biden a saint you all must be legally retarded if you are going to vote for joe biden trump kag maga if you love the democrats way of life go live,1,biden
6449,6449,a great amount of dems already voted reps have barely started trump set to win vs media biden still has a chance to beat george ,1,biden
6450,6450,why couldn t trump have stuck with creeping teenage beauty pageant contestants and running businesses into the ground make america great again vote biden ,1,biden
6451,6451,i have been feeling this way for a couple months i pushed people to vote early everyday if trump wins it is going to be unrest if biden wins it,1,biden
6452,6452,are you still giving mouth hugs to whoever votes for joe biden ,1,biden
6453,6453,wear them you people have such short memories if joe biden who has declining cognitive ability should somehow win then kamala harris will be president and nancy pelosi will be vp we ll be doomed the,1,trump
6454,6454,go to the poles in a trump hat then vote for biden to keep your self safe how sad this is love to all,1,trump
6455,6455,hidden kamala harris poll predicts biden will lose and trump will win and the hidden poll xa ,1,trump
6456,6456,wow trump supporters are really delusional lol trump barely won in and the polls clearly state biden will win ,1,biden
6457,6457,my prediction says biden will win,1,biden
6458,6458,anyone who riots after biden wins should be executed right on the spot ,1,biden
6459,6459,for god sake vote them out trump supporters are unamerican vote biden harris and help save our republic from the trumpist cult ,1,biden
6460,6460,biden supporters and you have to close your eyes there stupid ugly looking people i m proud to say that i voted to re elect president trump ,1,trump
6461,6461,a vote for biden is a vote for a spy that wants taxes on small and medium business and want you to compete with them with solar energy they are good folks ,1,trump
6462,6462,trump is getting more than of the popular vote and biden in no way is going to win enthusiasm for biden just is n t there ,1,biden
6463,6463,trump is getting more than of the popular vote and biden in no way is going to win enthusiasm for biden just is n t there ,1,biden
6464,6464,trump is getting more than of the popular vote and biden in no way is going to win enthusiasm for biden just is n t there ,1,biden
6465,6465,trump is getting more than of the popular vote and biden in no way is going to win enthusiasm for biden just is n t there ,1,biden
6466,6466,trump sending his lawyers out to count biden votes cohen rudy giuliani kim kardashian,1,biden
6467,6467,not be able to at finish his term as president meaning that the american public is voting for either trump or harris why does not one single station have the courage to discuss this ,1,trump
6468,6468,trump sending his lawyers out to count biden votes cohen rudy giuliani kim kardashian,1,biden
6469,6469,georgia isn t voting for joe biden no matter how many bootlick entertainers biased news outlets such as cnn trot out ,1,trump
6470,6470,trump sending his lawyers out to count biden votes cohen rudy giuliani kim kardashian,1,biden
6471,6471,rubbish professor allan lichtman has rightly predicted elections correctly for decades the trump win of and this year he predicts a biden win ,1,trump
6472,6472,people get ready to pay to dollars or more for gasoline if joe biden wins be ready folks its gonna happen ,1,biden
6473,6473,vote biden nothing will be better if trump wins,1,biden
6474,6474,biden stay in his basement and win wow who would vote for a crook another crook,1,biden
6475,6475,biden is not up by percent like cnn says i think trump will win well over electoral votes landslide i do believe ,1,trump
6476,6476,he got that wrong biden is gonna win,1,biden
6477,6477,vote biden,1,biden
6478,6478,like it or not biden wins for sure ,1,biden
6479,6479,and so for all those wondering why the powers that be certainly should biden win the presidency are rushing to enforce another full scale lockdown of the economy the answer is simple ,1,biden
6480,6480,trump does not value the lives of the american people vote biden harris,1,biden
6481,6481,so stupid if vote for biden nh ai kh xf ng c xf xf c m vote cho biden m t xean l xe m ch xednh tr g,1,biden
6482,6482,only person who can stop globalism at this point if you believe in god and love your kids you cant vote biden trump seems crude but its because he is fighting the media hollywood and nato if you cant,1,biden
6483,6483,be mad all you want i am voting for george washington oops sorry i had a joe biden moment sorry big guy,1,biden
6484,6484,way for biden to win is for every remaining democrat voter to get out in person early as possible an vote i refuse to believe that all republicans are trumpist at least half must have values and some,1,biden
6485,6485,people are literally jumping out of their graves to vote for joe biden,1,biden
6486,6486,biden will definitely win the polls and trump will win the election ,1,trump
6487,6487,undocumented workers are voting for biden at record rates ,1,trump
6488,6488,biden harris are not pushing socialism just one more trump lie vote him out ,1,biden
6489,6489,vote for joe biden,1,biden
6490,6490,everyone from ohio texas florida arizona iowa georgia and nc vote for joe biden now no rejection ,1,trump
6491,6491,i think biden wins ,1,biden
6492,6492,this isn about voting biden in so much as it is voting trump out ,1,biden
6493,6493,look passed the hate vote for the president who making america great i want a president who who loves america not biden who sells america,1,biden
6494,6494, the dems have to offer america biden offers nothing to america and the entire nation sees it america is voting it all red for president trump and american freedom ,1,trump
6495,6495,various times simply don trust the polls today will be your first and final chance to vote winning or losing votes don matter let the electoral college handle the rest don think biden or trump,1,unknown
6496,6496,i wonder who paying this lickman guy who on the left lickman is being used in an attempt to legitimize a biden win for it not going to work ,1,biden
6497,6497,go vote biden harris ,1,biden
6498,6498,seriously votersvoteyour vote will guarantee an end to trumpismvote for bidenvote to jail trumpyes your vote for biden will guarantee new york state can jail trumpnext stop for pinocchio atticaattica attica,1,biden
6499,6499,bubble head brian lies liesyour think he will vote to give biden of his income for a wealth tax a death tax,1,trump
6500,6500,use an over the hill biden to grandpa her way into a presidency at least trump was voted in by americans you guys want the dnc business to make all your decisions for your own,1,biden
6501,6501,trump wins americans win biden wins socialist win illegal immigrants win and the economy crashes ,1,biden
6502,6502,if trump wins antifa will start rioting if biden wins trump s militias will march the streets terrorizing society bet ,1,trump
6503,6503,trump is going to win because the democrats decided to give us the middle finger by putting biden against him christ we are fucked ,1,trump
6504,6504,get out and vote if biden wins we are going to war with someone for the war rhinos ,1,trump
6505,6505,joe biden for president eeuu vote biden harris ,1,biden
6506,6506,please america vote blue wave all the way biden for president and harris for vp,1,biden
6507,6507,simpsons prediction says joe biden wins ,1,biden
6508,6508,vote for biden,1,biden
6509,6509,trump all the way how anyone can vote biden is beyond me he trully is such a fake liar he has no idea what hes doing,1,biden
6510,6510,with biden facing criminal charges for alleged wrongdoing early leads in polls shrink to nothing trump wins handily in joe is reported to be sideways ,1,trump
6511,6511,the reporter said nearly impossible for trump to get a victory we need to make sure it s impossible period vote for biden for god s sake ,1,unknown
6512,6512,for the sake of this country vote biden,1,biden
6513,6513, vote biden harris vote blue up and down the ballot i am proud to have biden harris as the democrats nominees,1,biden
6514,6514,this clown does not understand if its close and trump wins the biden and the dems will do the same thing he s talking about remember dems and,1,biden
6515,6515,trump has already won this race biden is still sleeping at the starting line,1,trump
6516,6516,vote for joe biden ,1,biden
6517,6517,n t accept the outcome of the election the overwhelming voter turnout you are witnessing is people coming out to vote him out i voted for biden not because of who biden is but because of who trump is,1,biden
6518,6518,do not make mistake get and vote for joe biden massively,1,biden
6519,6519,about americans starving and being thrown out of your rental property i am a united states veteran and i voted for joe bidden go joe ,1,biden
6520,6520,what a great idea go out and vote for a senile old man like biden who doesn even know where he is at any given moment and,1,biden
6521,6521,answer of those who likes to receive an answer that day there are lots of people hovering him to win because the truth of all wrong they doing who receives money from making deals will come from top to,1,biden
6522,6522,go vote in huge numbers for biden folks trump and reps have already put lawyers on the ground in states,1,biden
6523,6523,allota people say biden but voted trump,1,trump
6524,6524,from iran plz vote for joe biden economic situation is knot with usa electionthe situation here is a real messin our inflation rate is and i personally hope that biden win the american s election,1,trump
6525,6525,don expect biden to win if you don go out and vote no voting means a vote for trump,1,biden
6526,6526,him again with all the bad things going on this country i am truly afraid for us please let biden win,1,biden
6527,6527,it s hard to make it to the polls to swing the election for biden when you re chemically dependent and do not wake up until pm if only i could get someone to vote in my place ,1,unknown
6528,6528,should i vote for trump or biden ,1,trump
6529,6529,please vote one less vote for biden is ultimately a vote for trump ,1,trump
6530,6530,if biden grabs most of the rd party votes from he wins all of the battleground states ,1,biden
6531,6531,vote vote vote trump outtttt vote biden,1,biden
6532,6532,do not vote for the zombie biden that said that he is running for the us senate vote for trump that is running for the president ,1,trump
6533,6533, the dems have to offer america biden offers nothing to america and the entire nation sees it america is voting it all red for president trump and american freedom ,1,trump
6534,6534,stop saying biden won because thats not true,1,unknown
6535,6535,guys fooled they have biden harris signs all over their houses and yards but when they get in that voting booth its trump pence they re going to pick they did it in they re not going,1,trump
6536,6536,joe biden i am senile vote for me this way he can make all kinds of promises and say later on i do not remember that ,1,unknown
6537,6537,vote biden biden ,1,biden
6538,6538, the dems have to offer america biden offers nothing to america and the entire nation sees it america is voting it all red for president trump and american freedom ,1,trump
6539,6539,vote of the american people who elected him friedman nedds to stop selling snakes oil even if biden wins there is no national unity govt that includes aoc and the progressives the same people,1,trump
6540,6540,joe biden i am senile vote for me this way he can make all kinds of promises and later on say i do not remember that ,1,biden
6541,6541, the dems have to offer america biden offers nothing to america and the entire nation sees it america is voting it all red for president trump and american freedom ,1,trump
6542,6542,do not vote for the zombie biden that said that he is running for the us senate vote for trump that said he s running for president ,1,trump
6543,6543,biden cannot form sentences or draw any supporting crowds yet he is winning by points yeah right ,1,biden
6544,6544,these guys are going to be telling us biden won even when he hasn t they are going to falsely report until biden quits on his own ,1,biden
6545,6545,more fake news u watch trump will win bidon could win if donkeys had wings but they dont they have horns ,1,trump
6546,6546,dude if biden wins were fucked,1,trump
6547,6547,ha fake news here boys months ago and i bet trump was winning then now bidens rallies are turnong out people lol fake news fake polls fake,1,biden
6548,6548,just remember when you vote for biden and camel the second amendment is gone as well as the first amendment will be changed ,1,biden
6549,6549,i ve already voted for biden but my vote alone wo n t get him to please go out and vote,1,trump
6550,6550,i voted for biden early,1,biden
6551,6551,get the hell out and vote biden to save the world,1,biden
6552,6552,it sounds to me like what they are banking on is that some of the folks who voted for trump before will switch to biden i think that is na xefve once a trump supporter ,1,trump
6553,6553,biden accidentally voted for harris at the polls ,1,biden
6554,6554,any thing you can say will win in the election day you will analyse from your mouth biden election loose,1,biden
6555,6555,our military considers trump a threat to our country that s enough for me to vote for biden his complete disregard to the severity of this pandemic shows his unfitness to lead and care,1,biden
6556,6556,poisonous narrative just observing all of this from uk and i can not see any good reason to vote for the incredibly corrupt biden your country would dive are you in denial or is it,1,trump
6557,6557,better than trump but honestly joe biden is old and forgetful when tired god bless the us if biden wins as the world will know the us is weak again ,1,trump
6558,6558,vote biden for higher taxes vote like your life depends on it ,1,biden
6559,6559,way has trump galvanised a republican tsunami maybe against him yes but not for him biden will win but be patient people let the orange shitstain scream and shout he wo n t have a legal,1,biden
6560,6560,get and out vote for biden the poster child of return to normalcy except is n t that also,1,biden
6561,6561,get out vote biden,1,biden
6562,6562,my roommate family is republican who voted trump in but just visited and saw a biden sign anecdotal evidence yes but many of the suburbs had biden signs,1,biden
6563,6563,i vote for joe biden,1,biden
6564,6564,let go joe biden will win the next president,1,biden
6565,6565,ok so why voting biden is the next potus ,1,biden
6566,6566,definitely do not vote for such a candidate of the pseudo democrat joe biden biden laptop email biden s corruption scandal with ukraine joe biden corruption scandal with china ,1,trump
6567,6567,only the idiots believe democrats will take away your guns god and liberty asoon as biden wins they think you wo n t recognize america it s going to be so socialist north korea will,1,biden
6568,6568,biden wins ,1,biden
6569,6569,can have the right to protest and rob and loot the country all you have to do is vote for me so that i jo biden s wife could sleep peacefully in my cave basement,1,biden
6570,6570, this is the unwritten rule and you just have to respect that he s desperate for biden to win or they will all go to jail for corruption the big guy ,1,biden
6571,6571,have as of yet to vote majority of biden supporters have already voted if biden was going to win his lead would need to be by at least points but he just does not have it,1,biden
6572,6572,vote biden ,1,biden
6573,6573,hidden kamala harris poll predicts biden will lose and trump will win and the hidden poll ,1,trump
6574,6574,why joe biden cannot win is because he does not have any support have you seen his rallies ,1,biden
6575,6575,trump is an idiot i hope joe biden wins,1,biden
6576,6576,trump if biden wins the usa is going bye bye,1,trump
6577,6577,god bless maricopa county please unite our country vote biden ,1,biden
6578,6578,he says is bs plus tomorrow we have a chance to save the us from his evil intention vote biden harris trump must go he shamed the us and is a danger to the world ,1,biden
6579,6579,rumour i heard about trump supporters are openly supporting him but secretly voting for biden interesting ,1,trump
6580,6580,hoping and praying mr trump wins this election to maintain world peace and prosperity if biden wins then the whole world is doomed ,1,biden
6581,6581,not vote for biden period trump is for pro life i am a christian so pro life trump wins over pro choice biden god says that he knew you before you were in your mothers womb ,1,trump
6582,6582,sorensen bruno r xb rplease all you good people usa go out and vote tomorrow we europeans pray that joe biden will win its is so important that we get a,1,biden
6583,6583,a lot of my republican friends have said they re going to vote for biden in this election everyone knows that trump puts his own interests ahead of the interests of,1,biden
6584,6584, years you have a choice listen to them or ake up your own mind if you vote for biden so be it but let it be because it is your choice not because crooked,1,biden
6585,6585,we north carolina please turn out unite our country vote biden,1,biden
6586,6586,joe biden u will win jon biden u will win your the next president in usa you be great president in usa i sk,1,biden
6587,6587,i voted for biden for my last act in life before i kill myself sometime before thanksgiving hope biden wins tomorrow so i don die in vain ,1,trump
6588,6588,for the whole count to be done but it will be a resounding win for biden everyone go and vote ,1,biden
6589,6589,we know biden has won by a landslide so let me be the st to say congratulations on your blue wave love from the uk ,1,biden
